9.490000000000000000e+03 6.025000000000000000e+03 7.850030000000000063e-01
9.515000000000000000e+03 6.020000000000000000e+03 9.609568000000000554e-01
9.520000000000000000e+03 6.050000000000000000e+03 1.050315000000000110e+00
9.525000000000000000e+03 6.050000000000000000e+03 1.070683000000000051e+00
9.530000000000000000e+03 6.050000000000000000e+03 1.035720999999999892e+00
9.535000000000000000e+03 6.050000000000000000e+03 1.031578000000000106e+00
9.540000000000000000e+03 6.085000000000000000e+03 1.035949000000000009e+00
9.545000000000000000e+03 6.085000000000000000e+03 1.046599999999999975e+00
9.550000000000000000e+03 6.095000000000000000e+03 1.033689000000000080e+00
9.555000000000000000e+03 6.090000000000000000e+03 1.034092000000000011e+00
9.560000000000000000e+03 6.090000000000000000e+03 9.735363999999999685e-01
9.565000000000000000e+03 6.120000000000000000e+03 9.693943999999999894e-01
9.570000000000000000e+03 6.120000000000000000e+03 9.992216000000000431e-01
9.575000000000000000e+03 6.135000000000000000e+03 1.098004999999999898e+00
9.580000000000000000e+03 6.135000000000000000e+03 1.124443999999999999e+00
9.585000000000000000e+03 6.145000000000000000e+03 1.044953999999999938e+00
9.590000000000000000e+03 6.160000000000000000e+03 1.000521999999999911e+00
9.595000000000000000e+03 6.155000000000000000e+03 1.090945999999999971e+00
9.600000000000000000e+03 6.190000000000000000e+03 1.019319000000000086e+00
9.605000000000000000e+03 6.180000000000000000e+03 1.112163000000000013e+00
9.610000000000000000e+03 6.210000000000000000e+03 1.028145000000000087e+00
9.615000000000000000e+03 6.210000000000000000e+03 1.051916000000000073e+00
9.620000000000000000e+03 6.210000000000000000e+03 1.060565999999999898e+00
9.625000000000000000e+03 6.210000000000000000e+03 1.058745999999999965e+00
9.630000000000000000e+03 6.220000000000000000e+03 1.113185000000000091e+00
9.635000000000000000e+03 6.235000000000000000e+03 1.143834000000000017e+00
9.640000000000000000e+03 6.235000000000000000e+03 1.138484999999999969e+00
9.645000000000000000e+03 6.235000000000000000e+03 1.121245000000000047e+00
9.650000000000000000e+03 6.265000000000000000e+03 1.146579999999999933e+00
9.655000000000000000e+03 6.240000000000000000e+03 1.087585999999999942e+00
9.660000000000000000e+03 6.285000000000000000e+03 1.149966999999999961e+00
9.665000000000000000e+03 6.280000000000000000e+03 1.125926999999999900e+00
9.670000000000000000e+03 6.315000000000000000e+03 1.146063999999999972e+00
9.675000000000000000e+03 6.305000000000000000e+03 1.129142000000000090e+00
9.680000000000000000e+03 6.315000000000000000e+03 1.098579999999999890e+00
9.685000000000000000e+03 6.345000000000000000e+03 1.083758999999999917e+00
9.690000000000000000e+03 6.370000000000000000e+03 1.106012999999999913e+00
9.695000000000000000e+03 6.370000000000000000e+03 1.133566999999999991e+00
9.700000000000000000e+03 6.340000000000000000e+03 1.137863000000000069e+00
9.705000000000000000e+03 6.370000000000000000e+03 1.174028000000000072e+00
9.710000000000000000e+03 6.375000000000000000e+03 1.137652000000000108e+00
9.715000000000000000e+03 6.365000000000000000e+03 1.108930999999999889e+00
9.720000000000000000e+03 6.365000000000000000e+03 1.158053999999999917e+00
9.725000000000000000e+03 6.380000000000000000e+03 1.063249000000000111e+00
9.730000000000000000e+03 6.410000000000000000e+03 1.063776999999999973e+00
9.735000000000000000e+03 6.415000000000000000e+03 1.068395999999999901e+00
9.740000000000000000e+03 6.415000000000000000e+03 1.073730000000000073e+00
9.745000000000000000e+03 6.410000000000000000e+03 1.091469000000000023e+00
