# motor (mm)	wavenumber (cm-1)
1.032000e+04	3.237739e+03
1.034000e+04	3.239062e+03
1.036000e+04	3.241191e+03
1.038000e+04	3.242579e+03
1.040000e+04	3.244510e+03
1.042000e+04	3.246661e+03
1.044000e+04	3.248088e+03
1.046000e+04	3.250025e+03
1.048000e+04	3.251278e+03
