# wavenumber (cm-1)	etalon position (steps)
3.237739e+03	6.040838e+03
3.239062e+03	6.057162e+03
3.241191e+03	6.078077e+03
3.242579e+03	6.096560e+03
3.244510e+03	6.113671e+03
3.246661e+03	6.135891e+03
3.248088e+03	6.152487e+03
3.250025e+03	6.171005e+03
3.251278e+03	6.188809e+03
